title,review_clear1
Monster Boy and the Cursed Kingdom,"Posted: March 6, 2021
화산맵과 유령의집 스테이지는 너무 악랄하게 디자인 되어 있어 짜증을 유발하는거에 끝나지 않고
특정 아이템은 스토리 진행에 꼭 필요한 아이템인데도 불구하고 많이 악랄한 곳에 숨겨져 있어 이걸 어떡게 찾으라는 건지 얼탱이가 나가 버림 게다가 나중에 황금무기가 없으면 진행이 안되는데 이걸 진행하면서 자연스럽게 얻을수 있게 한것이 아니라 특정 능력을 해금한 후에 찾으러 다녀야함 결국 잘만들었다라는 초반 느낌은 후반으로 갈수록 사라지고 지겨운 퍼즐거 악랄하게 짜여있는 맵 구성만 남았음"
Monster Boy and the Cursed Kingdom,"Posted: December 15, 2019
정말 오랜만에 보는 메트로배니아 겜인데, 변신 시스템은 개성이 있고 전체적으로 균형이 잘 잡혀있습니다.
브금은 원더보이 브금을 리메이크한 것 같은데 머리속에 맴돌정도로 퀄리티가 정말 훌륭합니다

다만 개인적으로 느껴진 단점이 있다면,
1. PC 조작키가 정말 역대급으로 불편하게 되어있어 설정 변경이 필요함
(다만 이를 느끼기 전에 이미 익숙해져서 안 바꾸게 됨)
2. 일반몹보다 쉽게 느껴지는 보스들
(대부분 3트를 넘어가지 않음)
3. 일부 몹과 일부 구간은 뭔가 추가적인 나레이션이 필요한 것 같습니다. 데미지를 주지 못하고 의문사를 하거나 진행이 불가하여 공략을 찾게 되네요

전체적인 체감 난이도는 중간에서 중상정도"
Monster Boy and the Cursed Kingdom,"Posted: December 15, 2019
이 게임은 퍼즐게임이다.

할로우나이트가 진짜 탐험하는 느낌과 보스와의 공방전에 재미를 느꼈는데,
이 게임은 처음부터 끝까지 퍼즐이다. 심지어 보스 공략도 퍼즐.

그렇다고 퍼즐이 납득이 가는 것들도 아니다. 동물 변신이 가능한게 오히려 퍼즐의 난이도를 급상승시켰다.

유투브 공략을 보지 않으면 사실상 진행이 불가능한 게임이다.

솔직히 게임 분량을 늘리기 위해 어거지로 퍼즐을 넣었다고 밖에 생각할수 없다."
Monster Boy and the Cursed Kingdom,"Posted: May 4, 2021
*평점 : ★★★☆☆
몬스터보이와 저주받은 왕국

간단해보이지만, 절대 간단하지 않은 게임.
엄청난 시간을 투자해서 게임 속에 존재하는 모든 것을 다 수집하고, 엔딩까지 봤을 때 딱 한가지 생각이 들었다.
""하찮다""
정말 ""하찮음"" 그 차체였다.
물론, 누군가에는 이 게임이 정말 재미있었고 추억으로 남을 수 있지만 성인인 내 입장에서는 그 이상도 그 이하도 아니었다.
이 게임이 스토리도 웅장한 것도 아니었고, 또 퍼즐 또한 개운하게 즐긴 것 같지도 않았다. 그렇다고 엔딩또한 화려하지도 않았다.
그리고 조작 느낌또한 좋지도 않았다. 그냥 이미 구입했으니, 방학숙제하는 느낌으로 플레이했달까?

일단 초반 부분의 첫 느낌은 ""아이들에게 좋은 게임같은걸?""이라는 생각이 들었지만,
중반부 이후부터는 성인도 어려워할법한 퍼즐요소와 숨겨진 보물찾기 등등.. 개발자는 ""공략법을 찾아봐! 우하하"" 느낌이었겠지만,
그냥 성인들을 위한 게임이었다. 마치 우리가 어릴적에, 플레이했던 게임과는 차원이 다른 난이도랄까?

조작키 또한 완전 시궁창이라..
현란한 컨트롤을 억지와 억지로 하긴 했지만, 마법쏘는 것과 변신하는 것의 조작방식은 정말 최악이었고,
거기에 아이템까지 스왑하는 것도 화날정도로 구렸다.

가끔 추억팔이로 인 게임내에 도트그래픽으로 연출이 나오긴하지만...
솔직히 감동도 없고, 추억 생각도 안들고..
스토리는 굉장히 허접한데, 플레이 타임을 억지로 겁나게 늘려놓은 느낌이랄까?
특히 전설의 황금셋을 모으지 못해도 플레이할 수 있지만, 엔딩의 기믹까지는 돌파 못하게 설정해놔서 그런지 이 부분 때문에 스트레스 받는 사람들이 꽤 될거라 생각된다. 결국 최소 황금무기라도 찾으려고 숨겨진 이곳저곳을 찾아 다닐듯하다.

일단, 솔직히 처음에 아기자기한 느낌에 끌려왔지만,
쓸때없이 플레이타임을 억지로 늘러놓은 느낌은 버리지 못하겠다.


*그 외
거의 끝 부분에서는 황금무기(전설)로만 깨지는 벽이 있기 때문에, 얼핏 ""황금셋은 다 안모아도돼~!"" 라는 느낌이 있지만, 실상 다 모아야 마지막 보스와 조우가 가능하다.
그런데 황금장비의 조각들은 이곳저곳에 다 숨겨져 있고 힌트따윈 존재하지 않기 때문에 엄청 헤멜 유저가 있을거고, 어쩔 수 없이 공략을 찾아다니는 유저가 있을거라 판단된다."
Monster Boy and the Cursed Kingdom,"Posted: January 5, 2020
포션과 세이브 포인트가 워낙 혜자라 난이도도 쉽고
길이 단순하고 지도가 세심해서 편한 매트로배니아입니다.

트레일러나 데모를 보고 취향에 맞겠다 싶으면 추천하고
별 감흥 없는데 좋은 평에 기대서 산다면 매우 비추입니다.

음악 좋고 귀엽고 꿀잼이라는 평을 보고 해봤던 건데
몇몇 귀여운 구석이 있는 것도 맞고 음악도 나름 괜찮아요.
하지만 원더보이에 추억이 없어서인지, 절반 좀 넘게 했는데도
초반에 느낀 유아틱한 느낌이 도저히 지워지지 않네요.
그래픽, 음악, 게임성 모두 너무 명랑해서 취향에 안 맞았어요.
특히 버섯 먹을 때마다 방귀 뀌는 돼지 볼 떄마다 고비.

이걸 끝까지 해야 하나 고민했는데
새해가 된 김에 내려 놓아서 편안해졌습니다."
Monster Boy and the Cursed Kingdom,"Posted: October 24, 2020
몬스터 월드로 다시 한 번 소풍가듯 떠나는 신나는 모험!
가장 가까운 전작 원더보이 : 용의함정 리메이크 2017 가 고전게임 명작을 딱 리마스터 정도만 하는것에서 그쳤다면,
몬스터보이는 그런 고전의 제약에서 벗어나 현대식 메트로메니아로 자유롭게 원하던것을 마음껏 취해본 게임입니다.

엄청나게 방대한 퍼즐요소, 성인부터 어린이까지 할만 한 난이도, 아트 스타일은 조금 유치해보여도, 인게임 애니매이션은 또박또박 잘 들어맞으며, 원더보이 시리즈에 경의를 표하는 사운드트랙의 리메이크는 일품이며, 몬스터보이의 오리지널 음악 또한 매우 신이 납니다.

혼자 하기 정말 좋은게임, 친구들 게임 끝나기 기다리는 동안 하고있기 너무 좋은 게임입니다. 강추"
Monster Boy and the Cursed Kingdom,"Posted: January 30, 2020
키마로 하지마세요 조이스틱이 더편합니다
히든으로 수집해야 하는 하트들이 숨이 턱막히게 하는감이 좀있네요
몇개 찾아보고 다시 플레이 해야겠지만 많은사람들이 좌절할만한 ㅆㄹㄱ 용암지대..;;;
그외에는 너무 재밌습니다 시간가는줄 모름"
Monster Boy and the Cursed Kingdom,"Posted: December 23, 2019
캐릭터의 변신종류도 많은편이고 스킬도 5가지인대
상황에 맞춰서 수시로 바꿔주는게 매우귀찮음.
한번에 2~3번 변신해야 하는경우도 있는편이고..
귀찮음만 극복하신다면 할만한 게임이라고 생각합니다."
Monster Boy and the Cursed Kingdom,"Posted: June 13
솔직히 데모랑 플레이 스타일 보면서 아기자기하고 완성도 높은 애니메이션에 감탄하면서 시작했는데 생각보다 피지컬과 뇌지컬 퍼즐요소가 많이 가미된 게임이라서 무지성으로 스트레스 안받고 하는건 쉽지 않음."
Monster Boy and the Cursed Kingdom,"Posted: March 28
+다양한 퍼즐요소 수집요소 보스전투 등
-조작감이나 게임의 디자인(외적인거X) 등이 올드함"
Monster Boy and the Cursed Kingdom,"Posted: March 13
초반부에는 나름 여러 동물로 변신하면서 퍼즐을 푸는 것이 신선했는데,
갈 수록(특히 후반부) 퍼즐을 억지로 짜내는 듯한 느낌을 지울 수 없었습니다.
일부 장소는 공략없이는 의도를 파악하기 힘들었고요.
그래도 세일하면 사볼만한 게임인 건 확실합니다."
Monster Boy and the Cursed Kingdom,"Posted: March 8
타임어택 악랄하네 하...........

화산 만든 ^ㅐ기 뚝배기 마렵네 ㅇㄴㄴㅇㅇㄴㄴㄴ유령의집개야마ㄹㅇ........

+ 수집 100% 다 채운 후...
이제 해방인가 싶긴 한데 아쉬움 악랄한 맵 디자인에 감탄했지만 진짜 재밌게 한듯.. 2회차 없는건 아쉽긴 한데 딱 끝내기 좋고 적당한듯"
Monster Boy and the Cursed Kingdom,"Posted: September 25, 2021
가끔은 이런 유치한 게임도 하고 싶다고! 라고 생각하면서 한동안 겁나 재밌게 했는데 정작 깨고 나니까 보람은 없고 지친 내 모습만 있네요.

뭐 보물 찾고 비밀 밝히고 이런 걸 해내게 만드는 인센티브가 오로지 해냈다는 사실 그 자체 뿐인 것도 그렇고, 단 둘 뿐인 가족이 꼬맹이랑 중늙은이 궁중 광대라면 뭔가 더 풀어낼 수 있는 이야기가 있었을 것 같은데 아무리 스토리 중점적인 게임이 아니라고 해도 그냥 후루룩 탁 넘어가버린 것도 굉장히 아쉽고, 난 황금장비 다 모으지도 않았는데 컷신에선 풀황금 두른 거 보자마자 몰입감 완전히 죽어버려서 엔딩을 즐기지 못했고, 엔딩이래봤자 주인공이 구원한 세상을 둘러볼 새도 없이 그냥 아 다들 잘 됐다구요 하고 땡이고.

딱 할 땐 재밌는데 깨고 나면 쳐다보기도 싫어지는 그런 게임이에요.

할 땐 정말 재밌었어요, 할 때는."
Monster Boy and the Cursed Kingdom,"Posted: July 30, 2019
이 게임은 스위치로 먼저 나와서... 스위치에 출시되자마자 지름..

발매 예정 스샷을 보니...

그림체가 샨테던가 암튼 그런 그림체 비슷하고, '원더보이:드래곤즈 트랩'에서 나오던 돼지가....

흠흠..

암튼 잘 나가다 막히는 부분은 유튭으로 찾아가면서 100퍼 달성했...

스위치버전 하다가 PC버전 하려니 좀 헤매는 감이 있....

중간에 하다 보면 몬스터월드3의 주인공처럼 도트그래픽으로 나오는데 향수를...
(정작 몬월3은 안해본..)


---------------------

화산 스테이지에서 보스 용을 잡을땐... 아이스세트 풀셋 착용후 전부 업그레이드 하면 엄청 쉽게 잡을 수 있습니당~

하트 최대치로 하려면 루피아 마을에 있는 막힌 우물이 있는데, 루피아 마을에 숨겨진 스위치 3개를 건드리면 뚤리면서 들어가면 도트그래픽으로 변해서 메카용을 잡아야 마지막 하트를 얻을 수 있습니다."
Monster Boy and the Cursed Kingdom,"Posted: April 2
약 42시간 올 컴플리트. 후반부에는 공략에 의존했지만 정말 잘 만든 작품.

-게임성 9/10 : 전투적인 요소 보단 퍼즐과 기믹에 집중한 씽크빅 퍼즐 액션에 가깝다.
-조작감 8/10 : 웬만한 게임보다 월등한 조작감. 하지만 하다보면 답답해서 화나는 구간이 종종 있다.
-편의성 8/10 : 메트로배니아, 플랫포머류 게임에서 이 정도면 친절한 편이다. 캐주얼함.
-악랄함 7/10 : 전투가 어렵진 않으나 수집요소를 위한 답이 이걸 어떻게 찾아? 싶은 수준이 가끔 있다.
[총평] : 메트로배니아가 좋다, 퍼즐이 좋다, 수집이 좋다, 나는 마이너를 즐기는 변태다 <-사야 될 사람.

이 게임에서 스토리는 너무나도 단순하기 때문에 따로 얘기할 건 없지 싶다.
스토리만 민다 해도 플탐이 꽤 긴 편이니 각잡고 하는 편을 권장한다. 본인 피지컬과 퍼즐 풀이 능력에 따라 다르겠지만.
변신 기능 활용도가 장난아닌 겜이다. 그런데 이 겜 전투보다 퍼즐에 치중해서 그런가 마법이 쓸모가 없다.
데미지는 기대하지 않는 것이 좋다. 마치 어린아이가 그리 갖고 싶어하던 장난감을 얻었는데 생각보다 별로였을 때의 기분 같다.
그리고 이런 게임에선 항상 2단 점프는 만국의 진리였다. 장비 업글은 신중하게 하길 바란다."
Monster Boy and the Cursed Kingdom,"Posted: January 24
옛날 옛적에
몬스터월드 시리즈를 했었고
당시 재밌게 즐겼다?
그러면 닥치고 ㄱㄱ

이런 리메이크는 언제든지 환영함.

근데 퍼즐이 은근 어렵다."
Monster Boy and the Cursed Kingdom,"Posted: May 19, 2021
케릭터는 아동용 같은데 난이도는 다크소울

퍼즐도 어느정도 있는데 몇개는 힌트가 불친철함

몇몇 짜증나는 구간 있음"
Monster Boy and the Cursed Kingdom,"Posted: May 18, 2021
과거 몬스터월드3의 추억에 구매한건데 동물들 쓰기 싫어서 환불했다가 아쉬운 느낌에 재구매 해서 플레이 했는데
재미는 있는데 컨트롤이 너무 미세한 부분이 많아서 스트레스 유발은 좀 있습니다. 도전욕구도 없는건 아니지만
난이도 적당하다고 하시는 분들은 컨트롤 잘하시는 분들인가봐요 ㅠ
진짜 여유가 없어도 너무 없다. 물리엔진?이 너무 정교한 나머지 타이밍이나 시간 맞추기가 참 어렵다 ㅠ"
Monster Boy and the Cursed Kingdom,"Posted: April 11, 2021
진짜 퍼즐만큼은 젤다의 전설 시리즈와 쌍벽을 이룬다. 난 원래 게임은 스토리만 클리어하면 다른건 신경 안쓰고 다 깼다 하고 지우는데 이 게임은 100%를 할 수 밖에 없게 만든다. 어떻게든 유튜브 공략 보면서 클리어 중이다. 이 겜이 왜 레전드인지는 해봐야 안다."
Monster Boy and the Cursed Kingdom,"Posted: March 20, 2021
생각보다 꿀잼탱 ㅋㅋㅋㅋㅋㅋ 나중에 메이플스토리 처럼 새로운 맵이 생겼으면 좋겠다 더욱 모험하게 ㅋㅋㅋㅋ DLC 나올려나?"
Monster Boy and the Cursed Kingdom,"Posted: February 21, 2021
환상적인 ost와 세심한 레벨디자인 뭐 하나 나무랄데가 없는 액션 어드벤쳐게임."
Monster Boy and the Cursed Kingdom,"Posted: June 26, 2021
원더보이 드래곤즈트랩을 클리어하고 이걸 클리어했는데 공략을 안 보면 절대 못 찾을 정도로 숨겨놓은 퍼즐이 많아서 욕나오는 부분이 꽤 있다. 물론 클리어만 놓고 보면 그 딴 거 안 없어도 클리어하는데 전혀 문제는 없지만 이럴거면 그런 요소들 왜 넣어놨나 싶다..... 그리고 지나치게 퍼즐에만 집중해서 오락실 rpg 같은 느낌이 드래곤즈트랩보다 부족하다. 확실히 장르가 플랫포머 rpg보다는 태그에 나온대로 어드벤쳐로 봐야 맞을듯 싶다."
Monster Boy and the Cursed Kingdom,"Posted: May 4, 2021
이 게임을 하기 직전에 했던 게임이 라비-리비이며 시스템적으로도 비슷해서 비교해서 말할 수 밖에 없을 것 같다.
라비-리비는 컨트롤이 이 게임에 비해 많은 것, 그리고 정밀한 것을 요구하기 때문에 필자처럼 컨트롤이 정말 부족한 사람에게는 이 게임이 딱이라 생각된다. 또한, 던전구성도 라비-리비에 비해 명확히 구성되어 있어 어떻게 진행해야 할지가 확실히 보인다는 생각이 든다..(라비리비같은 경우는 기술을 배우지도 않은 상태에서 잘못 들어가는 던전이 있으면 빠져나오지 못하는 경우가 있다) 무엇보다도 도트를 보다가 깔끔한 그래픽을 보니 눈이 편안해져서 쾌적한 플레이를 할 수 있었다.(한글 자막이 잘 보이는 것은 덤)
그 이외에 맵100%공략이라던가 아이템 다 얻는 것 같은 경우는 라비-리비와 비슷하다고 할 수 있기 때문에
자기가 컨트롤을 잘하고 도전의식이 강하다면 라비-리비를, 간단하게 플레이를 원한다면 이 게임을 추천한다."
Monster Boy and the Cursed Kingdom,"Posted: February 14, 2021
내 기준으로 내가 2시간 했다는 것은 엄청나게 오래 겜을 잡고 있었다는 증거...
머리 존내쓰면서 공부하는 겜은 안하는 편입니다..
=스틱 조작성이 뛰어나고 편하다. =한글화 잘 되어있다. =카툰이라 눈이 편하다.
게임 하면서 스트레스 거의 없이 웃으면서 했다는 거 자체만으로도 굿입니다."
Monster Boy and the Cursed Kingdom,"Posted: January 3, 2021
님들 두번해야되고 세번해야되고 열번해야되고 재미있어요
물론 저 횟수는 더 늘어날것이고 계속 늘어날것이며 죽는횟수 말하는겁니다."
Monster Boy and the Cursed Kingdom,"Posted: January 9, 2021
첫인상과는 다르게 상당히 본격적인 게임.
그래픽과 게임 플레이가 샨테 시리즈를 상당히 닮았으나 샨테보다 어렵고 묵직하다.
그 점은 특히 퍼즐에서 드러난다. 게임 내 각 지역의 특색을 살린 기믹을 이용해 계속 새로운 퍼즐을 풀게 만들고, 어떤 퍼즐은 방탈출 게임에서나 볼 수 있었던 종류이기도 하다. 이런 점은 신선하기도 하나 과하게 어려운 느낌을 줄 때도 있다. 다만 게임 중반부 이후 텔레포트 지팡이를 얻고, 전당포에서 지도를 사면 효율적으로 숨겨진 요소를 모을 수 있게 해주어 짜증을 크게 유발하지는 않는다.
또한 재미있는 점은 이 게임은 옛날 오락기로 즐기던 원더보이의 계보에 놓여 있다는 것이다. 게임에 돌도끼를 던지던 옛날의 그 원더보이 등 시리즈의 주인공들이 카메오로 등장하기도 한다. 올해에도 원더보이 시리즈 게임이 나온다고 하니 기대를 해보겠다(그 게임은 여기서 조력자로 나왔던 페펠로구가 주역으로 나왔던 게임의 리메이크이다)."
Monster Boy and the Cursed Kingdom,"Posted: September 27, 2020
이건 바닐라아이스크림에서 부트졸로키아 고추맛이 나는 매운맛나는 귀여운..

예전의 몬스터랜드 생각하고 덤볐다가 크게 피봤습니다"
Monster Boy and the Cursed Kingdom,"Posted: September 11, 2020
아들 둘하고 너무 잼있게 했습니다
1학년도 할수있고요 우리아들은 이게임이 제일 잼있다고 하네요~^^"
Monster Boy and the Cursed Kingdom,"Posted: September 3, 2020
나쁘지는 않는데...힌트가 너무 적고 준다고해도 애매모호해서 자력으로 풀기 좀 힘드네요"
Monster Boy and the Cursed Kingdom,"Posted: July 1, 2020
정말 잘만든 게임, 이제 절반정도 왔는데 BGM 배경 맵 퍼즐 뭐하나 부족한게 없음"
Monster Boy and the Cursed Kingdom,"Posted: April 11, 2020
퍼즐 푸는게 아주 어렵습니다.

패드 던질뻔한적이 수백번입니다 ㄹㅇ루

퍼즐 싫어하면 절대 절대 절대 절대 절대 사지 마세요. 내가 왠만하면 안쓸라고 했는데

머리 굴리는거에 피지컬까지 되야함

도저히 안 되겠어


퍼즐 어려운거 빼면 비슷한 장르겜 중에 최고등급 땅땅.

대사가 많이 유치할 수 있음."
Monster Boy and the Cursed Kingdom,"Posted: September 14, 2020
1. 각 지역을 탐험하면서 아이템 찾아다니는 메트로바니아 고유의 재미
2. 후반에 얻는 변신이 대체로 더 강하면서도 초반 변신폼이 버려지지는 않는 기묘하게 잘 맞는 밸런스
3. 레벨업 및 경험치 파밍 요소가 아니더라도 상당히 잘 구현된 성장시스템
4. 거의 맑은 날씨들로 획일화되긴 했지만 상당히 잘 그려진 배경 그래픽 화면. 딱 시골길 느낌들 정확히 구현함.

의외로 어려운 퍼즐들이 좀 있어서 가끔 안 풀리면 공략들 찾아보는 걸 추천합니다. 아이템 위치 공략만 잘 봐도 충분함. 원더보이 시리즈 팬이면 강추고 그 시리즈 관심 없어도 이런 장르 좋아하면 해볼만 합니다."
Monster Boy and the Cursed Kingdom,"Posted: September 9, 2020
개똥겜 드래곤즈 트랩 이후 플레이하니

이 얼마나 선녀 같은가

거지 같은 트랩을 하면서 예전 팩 게임을 두 번 더 하는 게 낫겠다는 생각이 들 정도였는데

저주받은 왕국을 플레이하니 개꿀잼

적당한 액션 - 적당한 난이도 - 빠른 이동(이거 최고) - 캐릭 활용도 -

스킬 활용도 - 적당히 재밌는 맵 탐험 - 모을 만한 수집요소 -

마을에 있던 코르크 마개 빼곤 괜찮았던 퍼즐 등등

이와 반대로 개쓰레기 같았던 드래곤즈 트랩에 비해

개인적으론 환상적이라고 느꼈습니다

원더보이 시리즈를 안 해보셨던 분들이라도

한번 해볼 만한 게임이라 생각이 듭니다

굳

엔딩 뒤에 몬스터 월드4의 주인공이 등장하는데

제발 리메이크"
Monster Boy and the Cursed Kingdom,"Posted: February 15, 2020
【★★★★☆】
원체 원만한 원작의 원색에 원동력을 원호한 원더풀한 원더보이
다시는 돼지고기 안 먹을 거에요! 음...베이컨만 먹을..."
Monster Boy and the Cursed Kingdom,"Posted: February 14, 2020
5 0 % - 이 상 - 할 인 - 권 장 - 구 입 - 추 천 ~ ★

정 가 - 복 불 복 ~ ★

도 전 - 과 제 - 1 0 0 - % - 완 료 ~ ★"
Monster Boy and the Cursed Kingdom,"Posted: February 14, 2020
스토리만 빨리보는 타입이면 별로 추천하지 않지만
업적이랑 100% 채워 나가면서 조금씩 조금씩 하는 사람이라면 추천합니다
재미있게 했네요"
Monster Boy and the Cursed Kingdom,"Posted: December 28, 2019
재밌습니다. 변신시스템이 있어서 매우 개 꿀잼입니다.

그리고 황금무기 방어구 악세 부츠 꼭 모으세요.

특히 방어구는 1회차일때 돼지 있을 때 모아야합니다."
Monster Boy and the Cursed Kingdom,"Posted: October 30, 2019
퍼즐이랑 길찾기랑 일부보스가 너무 핵불닭맛인데 캐릭터가 귀여우니 뭐... 고생한셈치자."
Monster Boy and the Cursed Kingdom,"Posted: February 6, 2020
2d 횡스크롤 게임 좋아하면 이 게임 싫어할 수가 없음

퍼즐, 맵, 보스 등 무엇하나 재탕없이 다채로움

수집요소가 그렇게 많지는 않아서 스토리 진행 외에 플레이 시간은 그렇게 길지 않음

그래도 4시간 정도 해보고 쓰는건데 스토리 이제 한 35프로 깼음

말인즉슨 스토리 깨는데만해도 플탐이 길단 소리

할인없이 사도 제값 훌륭하게 하니까 추천

동심으로 돌아간 기분이다"
Monster Boy and the Cursed Kingdom,"Posted: December 12, 2019
메트로배니아 + 액션 플랫포머
난이도는 조금 있는 편이지만 잦은 세이브나 여러번 죽으면 물약, 하트를 주는 등
똥손을 위한 배려가 많아서 쉽다.
스토리나 게임 방식은 좋게 말해서 왕도.
어쨌든 나는 취향이 맞아서 아주 재미있게 했다.

아쉬운 점 두 개는
1. 100퍼 채우기가 쉽지 않음. 공략 필수
2. 퍼즐기믹이 너무 잦고 중간 세이브가 안 되서
재시도할 때마다 다시 풀기 빡치는 경우가 있다."
Monster Boy and the Cursed Kingdom,"Posted: December 8, 2019
능력해금형 플랫폼 게임. 주인공이 다른 능력을 가진 여러 동물로 변하는 것이 골자다. 특징이라고 하면

1. 보스들이 피하고 막고 때려잡는 스타일이 아니라 기믹을 파악하는 것이 우선시되는 스타일.
2. 퍼즐들이 ""아, 이거군!"" 깨닫는 것보다 오른쪽으로 1mm 더 같은 상세조정이 많은 점은 별로.
3. 세이브 지점 전에 죽어도 모은 돈등이 다 유지 되는 등 세이브 기준은 후한편.
4. 레트로나 탄막슈팅이 엄청 나오는데 개인적으로 진짜 별로.

거기다 한글의 경우 비표준어가 많이 나오는 걸로 봐서 기계번역은 아닌 것 같은데 어색한 부분이 꽤 있다.
50% 할인해서 했기에 만족하는데 살짝 살짝 아쉽다 느껴지는 부분이 존재한다.

음.... 뱀발로 4개월만에 50% 할인이면 크긴 하군여,"
Monster Boy and the Cursed Kingdom,"Posted: September 29, 2019
메트로베니아 형식의 게임으로 옛날에 나온 원더보이 시리즈의 향수를 불러 일으키는 게임입니다.
난이도는 적당히 어려운 편이라 조금만 연습하면 충분히 클리어 가능합니다.
그리고 일부 퍼즐이 좀 빡칠 수 있습니다.

한가지 아쉬운 점이라면 장비나 마법 같은거 변경할 때 휠방식이 조작하기 상당히 불편합니다."
Democracy 4,"Posted: 26 February
처음에는 ㄹㅇ 재밌는데 적당히 돌아가는거 감 잡으면 급격하게 지루해짐. 지지자들이 진짜루 뭘 해도 대가리가 깨진건지 무지성으로 표를 주는데 나중가면 와 진짜 이래도 지지해? 이걸 해도 지지한다고? 이런 말이 절로 나옴."
Democracy 4,"Posted: 6 January
EARLY ACCESS REVIEW
2022년 대선 시뮬레이터

내가 정치해도 그것보단 잘하겠다. ㄹㅇ"
